,OBJECTID,FLIGHT,STRIP,PHOTO_ID,QUALITY,TWD97_E,TWD97_N,TWD97_H,TWD67_E,TWD67_N,TWD67_H,LN,DATE_,TIME_,SEC,MAP_ID,SC,RI,MP,DP,SW,CLOUD,SECRET,OMEGA,PHI,KAPPA,STD_X,STD_Y,STD_H,STD_OMEGA,STD_PHI,STD_KAPPA,filename
6617,6618,210202e,45,0120,b,262363.907,2551020.834,3976.091,261535.857,2551227.531,3949.224,45,20210202,1054,53.311,96193075,4,1,y,18,DMC,-9,0,-1.023151,-0.019247,-95.122467,0.014083,0.020372,0.018485,0.003848,0.003831,0.01074,210202e_45~0120.tif
6620,6621,210202e,45,0123,b,262346.773,2548944.088,3976.018,261518.781,2549150.885,3949.231,45,20210202,1055,15.664,--------,4,1,y,18,DMC,-9,0,-0.579306,0.111773,-95.336663,0.014181,0.020398,0.018693,0.003871,0.00385,0.010757,210202e_45~0123.tif
6629,6630,210202e,45,0132,a,262374.161,2542715.458,3972.22,261546.127,2542922.615,3945.73,45,20210202,1056,22.886,96184005,4,1,y,18,DMC,-9,1,-1.290886,-0.398033,-94.608761,0.015035,0.020689,0.020293,0.00393,0.003904,0.01078,210202e_45~0132.tif
6640,6823,210202i,42,0021,b,254687.067,2575930.985,6432.443,253858.944,2576137.999,6404.025,42,20210202,1149,9.595,96194082,4,1,y,18,DMC,-9,0,-0.757975,0.647585,-96.822874,0.014643,0.020689,0.019273,0.003368,0.003396,0.008618,210202i_42~0021.tif
6648,6831,210202i,42,0029,b,254658.214,2570393.787,6427.928,253830.104,2570600.802,6399.858,42,20210202,1150,2.74,96193002,4,1,y,18,DMC,-9,0,-0.916465,1.608086,-96.901409,0.014273,0.020548,0.018505,0.003157,0.003232,0.008194,210202i_42~0029.tif
6650,6833,210202i,42,0031,b,254676.15,2569010.198,6429.368,253848.039,2569217.212,6401.43,42,20210202,1150,15.913,--------,4,1,y,18,DMC,-9,0,-0.770231,-0.671453,-97.092802,0.01417,0.020513,0.018146,0.003041,0.003156,0.008111,210202i_42~0031.tif
6660,6635,210202g,40,0002,b,249536.832,2533024.892,5175.401,248708.219,2533232.582,5148.941,40,20210202,1107,7.702,--------,4,1,y,36,DMC,-9,0,1.104371,-0.073483,96.570107,0.014785,0.020816,0.020854,0.003953,0.003961,0.009897,210202g_40~0002.tif
6665,6640,210202g,40,0007,b,249537.253,2536484.296,5174.831,248708.774,2536691.916,5148.063,40,20210202,1107,41.277,--------,4,1,y,36,DMC,-9,0,0.953792,-0.282462,96.551892,0.01481,0.020862,0.021012,0.003936,0.003956,0.010013,210202g_40~0007.tif
6686,6661,210202g,40,0028,b,249532.606,2551017.925,5169.848,248704.647,2551225.257,5142.34,40,20210202,1110,2.104,95192080,4,1,y,36,DMC,-9,0,1.031885,-0.48863,96.725111,0.014329,0.020452,0.020911,0.004072,0.004043,0.010125,210202g_40~0028.tif
6692,6667,210202g,40,0034,a,249529.472,2555171.242,5175.727,248701.535,2555378.482,5148.232,40,20210202,1110,42.152,--------,4,1,y,36,DMC,-9,0,0.528521,1.248868,95.837726,0.013929,0.020383,0.020216,0.003931,0.003949,0.010057,210202g_40~0034.tif
6697,6672,210202g,40,0039,a,249539.887,2558631.507,5177.211,248711.946,2558838.678,5149.713,40,20210202,1111,15.398,--------,4,1,y,36,DMC,-9,0,1.393527,-1.05104,96.768101,0.013878,0.020334,0.020242,0.004043,0.004011,0.009967,210202g_40~0039.tif
6715,6690,210202g,40,0057,a,249561.243,2571089.177,5171.947,248733.267,2571296.227,5143.942,40,20210202,1113,12.88,--------,4,1,y,36,DMC,-9,0,0.433504,1.574392,95.183421,0.01401,0.020416,0.02066,0.003848,0.003796,0.009041,210202g_40~0057.tif
6831,6806,210202i,42,0004,a,254646.24,2596693.986,6427.63,253817.939,2596900.767,6399.106,42,20210202,1145,46.919,--------,4,1,y,18,DMC,-9,0,0.138822,1.624551,-98.139318,0.015692,0.021167,0.021224,0.003263,0.003358,0.008261,210202i_42~0004.tif
6832,6807,210202i,42,0005,a,254648.583,2596002.631,6425.206,253820.295,2596209.416,6396.678,42,20210202,1145,53.715,--------,4,1,y,18,DMC,-9,0,-0.024851,0.873827,-98.153562,0.015729,0.021201,0.021196,0.003233,0.003335,0.008296,210202i_42~0005.tif
6834,6809,210202i,42,0007,a,254655.647,2594617.07,6426.898,253827.383,2594823.867,6398.375,42,20210202,1146,7.249,--------,4,1,y,18,DMC,-9,0,-0.696216,0.457907,-97.931743,0.016055,0.02189,0.021749,0.003219,0.003331,0.008366,210202i_42~0007.tif
7637,7638,210221f,38,0314,a,244419.408,2533021.297,4566.65,243590.841,2533228.892,4540.175,38,20210221,1121,32.57,--------,4,1,y,18,DMC,-9,0,-1.204949,-0.845935,-94.728559,0.014883,0.025055,0.021471,0.003294,0.003411,0.008758,210221f_38~0314.tif
7641,7642,210221f,38,0318,a,244411.644,2530253.767,4565.499,243582.968,2530461.443,4539.231,38,20210221,1122,1.448,--------,4,1,y,18,DMC,-9,0,-1.116288,0.861658,-94.27045,0.014795,0.024969,0.021282,0.003293,0.003412,0.008805,210221f_38~0318.tif
7663,7664,210221f,38,0340,a,244400.783,2515028.52,4566.101,243572.153,2515236.728,4540.583,38,20210221,1124,41.313,95182008,4,1,y,18,DMC,-9,0,-0.878174,0.624172,-94.739594,0.014777,0.024863,0.021133,0.003185,0.003339,0.008713,210221f_38~0340.tif
7667,7668,210221f,38,0344,b,244413.802,2512259.422,4565.227,243585.274,2512467.76,4539.834,38,20210221,1125,10.479,95182018,4,1,y,18,DMC,-9,0,-1.40295,-1.434469,-95.060944,0.014833,0.024863,0.021192,0.003148,0.003313,0.008624,210221f_38~0344.tif
7671,7672,210221f,38,0348,b,244414.685,2509492.04,4565.602,243586.271,2509700.542,4540.454,38,20210221,1125,39.794,95182028,4,1,y,18,DMC,-9,0,-0.852359,1.29026,-93.748828,0.014817,0.02488,0.021208,0.003126,0.003291,0.0085,210221f_38~0348.tif
7672,7673,210221f,38,0349,b,244423.108,2508799.147,4566.588,243594.723,2509007.695,4541.506,38,20210221,1125,47.126,--------,4,1,y,18,DMC,-9,0,-1.077016,-0.574886,-94.004467,0.01479,0.024863,0.021006,0.003127,0.003284,0.008458,210221f_38~0349.tif
7675,7676,210221f,39,0352,b,246977.313,2515721.51,4567.932,246148.613,2515929.633,4542.439,39,20210221,1129,55.987,--------,4,1,y,36,DMC,-9,0,0.983567,-0.672372,92.597198,0.014624,0.024298,0.020918,0.00324,0.003351,0.007668,210221f_39~0352.tif
7678,7679,210221f,39,0355,b,246973.102,2517798.609,4566.513,246144.352,2518006.666,4540.872,39,20210221,1130,15.836,95181099,4,1,y,36,DMC,-9,0,0.915708,1.499869,92.432534,0.014573,0.024259,0.020698,0.003241,0.003345,0.007748,210221f_39~0355.tif
7683,7684,210221f,39,0360,b,246953.337,2521259.766,4566.795,246124.542,2521467.722,4540.891,39,20210221,1130,48.963,--------,4,1,y,36,DMC,-9,0,0.782218,1.986227,93.622088,0.014601,0.024234,0.020798,0.00324,0.003355,0.007859,210221f_39~0360.tif
7692,7693,210221f,39,0369,a,246983.539,2527487.528,4565.184,246154.78,2527695.315,4538.933,39,20210221,1131,48.764,--------,4,1,y,36,DMC,-9,0,1.167523,-1.729532,93.513976,0.014622,0.024225,0.020769,0.003199,0.003331,0.007902,210221f_39~0369.tif
7698,7699,210221f,39,0375,a,246990.948,2531640.419,4563.868,246162.306,2531848.097,4537.49,39,20210221,1132,28.707,95181049,4,1,y,36,DMC,-9,0,1.180644,-0.837177,92.773699,0.014665,0.024259,0.020926,0.003216,0.003336,0.007845,210221f_39~0375.tif
7699,7700,210221f,39,0376,a,246984.263,2532330.856,4563.798,246155.647,2532538.517,4537.352,39,20210221,1132,35.376,--------,4,1,y,36,DMC,-9,0,1.319327,-1.412605,93.628154,0.014641,0.024238,0.020865,0.00324,0.003341,0.007833,210221f_39~0376.tif
7725,7726,210222e,52,0024,b,280219.333,2587730.651,3953.029,279391.078,2587937.368,3926.844,52,20210222,1052,16.51,--------,4,1,y,36,DMC,-9,0,0.82963,-0.151121,91.846479,0.015218,0.022933,0.018946,0.003588,0.003555,0.009174,210222e_52~0024.tif
7726,7727,210222e,52,0025,b,280220.287,2588422.873,3953.891,279392.02,2588629.587,3927.716,52,20210222,1052,23.49,--------,4,1,y,36,DMC,-9,0,1.11833,-1.185473,92.602793,0.015271,0.022931,0.019078,0.003607,0.003575,0.009205,210222e_52~0025.tif
7727,7728,210222e,52,0026,b,280208.295,2589114.23,3954.505,279380.012,2589320.945,3928.343,52,20210222,1052,30.483,--------,4,1,y,36,DMC,-9,0,1.171615,-1.644762,93.297996,0.015271,0.022895,0.018961,0.003609,0.003573,0.009232,210222e_52~0026.tif
7731,7732,210222e,52,0030,a,280202.956,2591883.047,3954.331,279374.603,2592089.783,3928.193,52,20210222,1052,58.449,--------,4,1,y,36,DMC,-9,0,0.763967,0.810531,91.779276,0.015233,0.022942,0.019042,0.003605,0.003579,0.009311,210222e_52~0030.tif
7732,7733,210222e,52,0031,a,280216.294,2592574.208,3953.822,279387.922,2592780.95,3927.68,52,20210222,1053,5.422,96191022,4,1,y,36,DMC,-9,0,0.814497,0.608357,91.491592,0.015292,0.022979,0.019263,0.003639,0.003615,0.00933,210222e_52~0031.tif
7740,7741,210222e,52,0039,a,280150.975,2598112.494,3952.011,279322.503,2598319.247,3925.748,52,20210222,1054,1.47,96191002,4,1,y,36,DMC,-9,0,0.658919,0.960885,91.213718,0.015402,0.023032,0.01952,0.003685,0.003637,0.009449,210222e_52~0039.tif
7745,7746,210222e,53,0044,a,282760.748,2610573.148,3947.438,281932.21,2610779.857,3921.574,53,20210222,1102,14.767,--------,4,1,y,18,DMC,-9,0,-1.125532,-1.656421,-93.448908,0.015919,0.023276,0.02179,0.003422,0.003468,0.008852,210222e_53~0044.tif
7751,7752,210222e,53,0050,b,282697.098,2606418.098,3949.033,281868.607,2606624.78,3923.049,53,20210222,1102,58.702,96202073,4,1,y,18,DMC,-9,0,-0.925752,-0.379322,-93.027743,0.015322,0.023022,0.020207,0.003335,0.003423,0.008916,210222e_53~0050.tif
7756,7757,210222e,53,0055,b,282731.548,2602958.53,3947.056,281903.087,2603165.206,3921.094,53,20210222,1103,35.005,--------,4,1,y,18,DMC,-9,0,-1.000045,-0.568134,-91.485275,0.015267,0.022979,0.019977,0.003413,0.003483,0.008872,210222e_53~0055.tif
7757,7758,210222e,53,0056,b,282736.8,2602265.588,3949.656,281908.345,2602472.265,3923.714,53,20210222,1103,42.254,--------,4,1,y,18,DMC,-9,0,-1.33754,-1.817286,-92.017724,0.015165,0.022869,0.019476,0.003419,0.003492,0.008875,210222e_53~0056.tif
7759,7760,210222e,53,0058,a,282716.577,2600881.432,3952.166,281888.133,2601088.114,3926.253,53,20210222,1103,56.803,96202093,4,1,y,18,DMC,-9,0,-0.652374,0.572288,-92.480595,0.014876,0.022679,0.019125,0.003459,0.003513,0.00884,210222e_53~0058.tif
7766,7767,210222e,53,0065,a,282792.155,2596037.364,3950.652,281963.766,2596244.077,3924.824,53,20210222,1104,47.439,--------,4,1,y,18,DMC,-9,0,-1.083085,-0.024927,-93.967622,0.014637,0.022552,0.018692,0.003288,0.0034,0.008701,210222e_53~0065.tif
7774,7775,210222e,54,0073,a,285231.572,2600890.703,3949.446,284403.169,2601097.325,3923.919,54,20210222,1110,56.282,96202094,4,1,y,36,DMC,-9,1,0.382755,4.874908,93.14943,0.014902,0.022621,0.019679,0.003486,0.003558,0.008484,210222e_54~0073.tif
7775,7776,210222e,54,0074,b,285224.518,2601583.99,3950.138,284396.108,2601790.609,3924.598,54,20210222,1111,3.314,--------,4,1,y,36,DMC,-9,1,0.803783,3.555028,91.88798,0.014821,0.022564,0.019431,0.003441,0.003527,0.008513,210222e_54~0074.tif
7781,7782,210222e,54,0080,b,285236.308,2605735.7,3949.319,284407.862,2605942.326,3923.768,54,20210222,1111,45.366,--------,4,1,y,36,DMC,-9,0,0.978587,0.205443,92.514566,0.015395,0.022938,0.020948,0.003448,0.003543,0.008732,210222e_54~0080.tif
7782,7783,210222e,54,0081,b,285230.586,2606429.102,3949.746,284402.135,2606635.732,3924.212,54,20210222,1111,52.358,96202074,4,1,y,36,DMC,-9,0,0.602004,2.534319,91.539111,0.015346,0.022933,0.02086,0.003434,0.003528,0.008735,210222e_54~0081.tif
7787,7788,210222e,54,0086,a,285234.246,2609889.52,3952.854,284405.765,2610096.179,3927.398,54,20210222,1112,27.045,--------,4,1,y,36,DMC,-9,0,1.037641,2.205045,92.255483,0.01558,0.023024,0.021542,0.00357,0.003625,0.008866,210222e_54~0086.tif
7788,7789,210222e,54,0087,a,285252.199,2610581.094,3949.772,284423.712,2610787.761,3924.33,54,20210222,1112,33.977,--------,4,1,y,36,DMC,-9,0,0.496622,3.653112,90.821104,0.016042,0.023135,0.022062,0.00359,0.003634,0.008857,210222e_54~0087.tif
7961,7962,210228f,29,0065,b,221383.558,2541355.93,4570.417,220555.345,2541563.04,4545.727,29,20210228,1023,8.855,--------,4,1,y,36,DMC,-9,0,0.968162,-1.241562,93.103091,0.021108,0.023886,0.018912,0.003723,0.003836,0.009307,210228f_29~0065.tif
7963,7964,210228f,29,0067,b,221382.806,2542741.404,4574.41,220554.75,2542948.443,4549.668,29,20210228,1023,23.941,95184009,4,1,y,36,DMC,-9,0,1.137176,0.177258,93.955336,0.021166,0.023881,0.019016,0.003729,0.003849,0.00937,210228f_29~0067.tif
7964,7965,210228f,29,0068,b,221379.964,2543432.299,4572.847,220551.967,2543639.304,4548.081,29,20210228,1023,31.493,--------,4,1,y,36,DMC,-9,0,0.96451,0.289824,94.029138,0.021174,0.023888,0.019012,0.00373,0.003851,0.009398,210228f_29~0068.tif
7993,7994,210228f,29,0097,a,221378.408,2572501.598,4574.176,220551.284,2572709.322,4549.034,29,20210228,1028,48.679,--------,4,1,y,36,DMC,-9,0,0.618109,2.715532,94.411365,0.014748,0.024093,0.020365,0.003719,0.003821,0.009383,210228f_29~0097.tif
8010,8011,210228f,29,0114,a,221412.142,2584266.893,4572.067,220584.526,2584474.253,4546.899,29,20210228,1030,53.693,95194059,4,1,y,36,DMC,-9,0,0.975683,0.813248,93.348727,0.01493,0.023834,0.019048,0.00346,0.003575,0.009004,210228f_29~0114.tif
8014,8015,210228f,29,0118,a,221446.846,2587034.461,4571.402,220619.062,2587241.62,4546.262,29,20210228,1031,23.02,95194049,4,1,y,36,DMC,-9,0,1.013585,-0.105692,93.090213,0.014864,0.023845,0.019231,0.003407,0.003503,0.008878,210228f_29~0118.tif
8017,8018,210228f,27,0121,a,216296.453,2566972.041,4572.634,215468.822,2567179.615,4548.286,27,20210228,1037,22.238,--------,4,1,y,18,DMC,-9,0,-0.836415,0.18126,-92.708734,0.015137,0.023952,0.019703,0.003447,0.003554,0.008771,210228f_27~0121.tif
8019,8020,210228f,27,0123,a,216292.012,2565587.539,4572.348,215464.292,2565795.095,4547.983,27,20210228,1037,36.55,--------,4,1,y,18,DMC,-9,0,-0.999741,-0.27961,-93.316912,0.015188,0.023953,0.019797,0.003434,0.003547,0.008759,210228f_27~0123.tif
8021,8022,210228f,27,0125,a,216282.696,2564203.16,4572.136,215454.842,2564410.695,4547.761,27,20210228,1037,50.843,--------,4,1,y,18,DMC,-9,0,-1.014247,0.101702,-94.110994,0.015245,0.023963,0.019847,0.003421,0.003535,0.008747,210228f_27~0125.tif
8028,8029,210228f,27,0132,b,216242.615,2559357.314,4571.709,215414.141,2559564.864,4547.517,27,20210228,1038,40.948,95193047,4,1,y,18,DMC,-9,0,-0.864808,0.109118,-95.116681,0.015906,0.024175,0.021523,0.003399,0.003516,0.008656,210228f_27~0132.tif
8030,8031,210228f,27,0134,b,216229.873,2557973.679,4574.787,215401.239,2558181.265,4550.626,27,20210228,1038,55.253,--------,4,1,y,18,DMC,-9,0,-1.222329,-0.063402,-95.116854,0.015889,0.024162,0.021454,0.003367,0.003493,0.008629,210228f_27~0134.tif
8031,8032,210228f,27,0135,b,216224.565,2557280.513,4575.592,215395.863,2557488.117,4551.449,27,20210228,1039,2.457,--------,4,1,y,18,DMC,-9,0,-0.977901,0.344849,-95.115068,0.015479,0.024155,0.021403,0.003348,0.003479,0.008615,210228f_27~0135.tif
8078,8079,210228f,30,0182,a,223924.875,2546193.401,4575.176,223097.086,2546400.177,4549.963,30,20210228,1056,3.229,--------,4,1,y,18,DMC,-9,0,-0.998741,-0.036614,-93.870361,0.014795,0.023827,0.021367,0.00402,0.004083,0.010864,210228f_30~0182.tif
8106,8107,210228f,30,0210,b,223889.583,2526813.944,4576.902,223060.387,2527021.907,4551.745,30,20210228,1059,20.705,--------,4,1,y,18,DMC,-9,0,-1.064931,0.293665,-93.269085,0.01416,0.023292,0.01906,0.004175,0.004196,0.011117,210228f_30~0210.tif
8108,8109,210228f,30,0212,b,223919.128,2525431.361,4575.934,223089.978,2525639.429,4550.781,30,20210228,1059,34.742,--------,4,1,y,18,DMC,-9,0,-1.13681,-1.480448,-92.553233,0.014159,0.02331,0.019141,0.004216,0.004232,0.011127,210228f_30~0212.tif
8113,8114,210228f,30,0217,b,223850.202,2521970.163,4575.422,223021.252,2522178.423,4550.387,30,20210228,1100,9.945,--------,4,1,y,18,DMC,-9,0,-0.882381,1.282556,-94.76081,0.014062,0.023198,0.018686,0.00417,0.004202,0.011111,210228f_30~0217.tif
8119,8120,210228f,30,0223,a,223917.883,2517818.39,4579.509,223089.271,2518026.773,4554.666,30,20210228,1100,52.004,95184100,4,1,y,18,DMC,-9,0,-1.125479,-0.931508,-92.640915,0.013895,0.023145,0.018286,0.004129,0.00416,0.011092,210228f_30~0223.tif
8123,8124,210228f,30,0227,a,223875.014,2515049.311,4576.448,223046.609,2515257.81,4551.608,30,20210228,1101,20.13,95183010,4,1,y,18,DMC,-9,0,-0.986843,-0.40516,-94.137443,0.013871,0.023089,0.018106,0.00411,0.004141,0.011066,210228f_30~0227.tif
8262,8263,210228h,43,0124,b,257239.818,2564858.816,5819.491,256411.644,2565065.77,5791.902,43,20210228,1145,36.122,96193023,4,1,y,36,DMC,-9,0,2.01807,-1.710198,98.992439,0.014701,0.022924,0.018406,0.003339,0.003376,0.008592,210228h_43~0124.tif
8264,8265,210228h,43,0126,b,257175.553,2566244.102,5821.475,256347.383,2566451.068,5793.759,43,20210228,1145,49.303,--------,4,1,y,1,DMC,-9,0,1.497544,-0.297594,100.677612,0.014859,0.022884,0.018489,0.003389,0.003399,0.008571,210228h_43~0126.tif
8268,8269,210228h,43,0130,b,257226.056,2569011.988,5817.548,256397.891,2569218.972,5789.566,43,20210228,1146,15.337,--------,4,1,y,36,DMC,-9,0,1.505823,-0.125765,96.728932,0.014754,0.023108,0.018872,0.003323,0.003365,0.008353,210228h_43~0130.tif
8275,8276,210228h,43,0137,a,257217.149,2573857.226,5824.704,256388.98,2574064.238,5796.423,43,20210228,1147,1.545,--------,4,1,y,36,DMC,-9,0,0.315843,2.120785,96.920485,0.014982,0.023221,0.019392,0.003217,0.003273,0.008184,210228h_43~0137.tif
8280,8281,210228h,43,0142,a,257199.451,2577318.156,5822.595,256371.263,2577525.17,5794.185,43,20210228,1147,33.78,--------,4,1,y,0,DMC,-9,0,0.392532,0.941988,99.848206,0.015351,0.023179,0.019788,0.003103,0.003171,0.008102,210228h_43~0142.tif
8283,8284,210228h,43,0145,a,257174.147,2579394.121,5818.746,256345.943,2579601.127,5790.317,43,20210228,1147,52.889,--------,4,1,y,36,DMC,-9,0,0.423023,2.206222,98.45089,0.015432,0.023315,0.020198,0.003041,0.003117,0.008001,210228h_43~0145.tif
8301,8302,210301g,36,0016,a,239310.872,2537177.587,5192.348,238482.649,2537384.891,5165.744,36,20210301,1014,14.023,95181026,4,1,y,18,DMC,-9,0,-0.82352,0.542958,-95.718205,0.014233,0.020981,0.018905,0.003485,0.003646,0.009493,210301g_36~0016.tif
8310,8311,210301g,36,0025,a,239271.081,2530949.447,5192.796,238442.454,2531156.973,5166.366,36,20210301,1015,15.084,--------,4,1,y,18,DMC,-9,0,-1.134655,1.922262,-94.717874,0.01437,0.021044,0.019222,0.003538,0.003678,0.009451,210301g_36~0025.tif
8324,8325,210301g,36,0039,a,239293.694,2521259.512,5196.62,238464.958,2521467.481,5170.521,36,20210301,1016,50.46,--------,4,1,y,18,DMC,-9,0,-0.901804,0.342653,-94.054922,0.014171,0.02095,0.018954,0.003532,0.003656,0.009184,210301g_36~0039.tif
8332,8333,210301g,36,0047,b,239302.876,2515723.017,5195.416,238474.332,2515931.243,5169.592,36,20210301,1017,45.236,--------,4,1,y,18,DMC,-9,0,-1.3067,-0.415753,-97.218754,0.014173,0.020879,0.018844,0.003385,0.003561,0.00894,210301g_36~0047.tif
8336,8337,210301g,36,0051,b,239246.81,2512954.457,5193.881,238418.401,2513162.816,5168.205,36,20210301,1018,12.914,--------,4,1,y,18,DMC,-9,0,-0.774534,1.032247,-97.130331,0.014179,0.020883,0.018898,0.003351,0.003517,0.008796,210301g_36~0051.tif
8337,8338,210301g,36,0052,b,239243.93,2512263.589,5199.402,238415.556,2512471.982,5173.774,36,20210301,1018,19.811,95182016,4,1,y,18,DMC,-9,0,-1.066685,0.839294,-96.831818,0.014215,0.020905,0.018988,0.003362,0.003528,0.008753,210301g_36~0052.tif
8362,8363,210301g,39,0077,a,246965.779,2557936.301,5196.121,246137.963,2558143.479,5168.548,39,20210301,1037,1.743,--------,4,1,y,18,DMC,-9,0,-1.253234,-0.11457,-95.33918,0.013173,0.020136,0.01851,0.003502,0.003633,0.009192,210301g_39~0077.tif
8375,8376,210301g,39,0090,a,246986.161,2548938.9,5198.154,246158.314,2549146.229,5170.666,39,20210301,1038,29.634,--------,4,1,y,18,DMC,-9,0,-0.743869,0.210862,-95.595764,0.013436,0.020339,0.01936,0.003517,0.00366,0.00942,210301g_39~0090.tif
8387,8388,210301g,39,0102,a,247023.808,2540633.457,5201.135,246195.61,2540840.928,5174.014,39,20210301,1039,50.128,--------,4,1,y,18,DMC,-9,0,-1.257214,-0.726623,-95.544619,0.014082,0.020793,0.02101,0.003547,0.003679,0.009372,210301g_39~0102.tif
8394,8395,210301g,39,0109,b,246963.767,2535788.739,5197.179,246135.301,2535996.314,5170.401,39,20210301,1040,37.224,--------,4,1,y,18,DMC,-9,0,-0.745851,0.012343,-95.777836,0.014202,0.020865,0.021119,0.003532,0.003642,0.009255,210301g_39~0109.tif
8396,8397,210301g,39,0111,b,246949.107,2534405.048,5199.461,246120.576,2534612.657,5172.82,39,20210301,1040,50.705,95181039,4,1,y,18,DMC,-9,0,-1.261593,-0.192368,-95.99874,0.014443,0.020935,0.020956,0.003526,0.003634,0.009221,210301g_39~0111.tif
8398,8399,210301g,39,0113,b,246944.039,2533019.978,5198.103,246115.449,2533227.621,5171.584,39,20210301,1041,4.238,--------,4,1,y,18,DMC,-9,0,-0.879348,0.585058,-95.396923,0.014052,0.020793,0.020545,0.003477,0.003592,0.009154,210301g_39~0113.tif
8402,8403,210301g,41,0117,b,252097.341,2536483.891,5193.359,251268.871,2536691.502,5166.697,41,20210301,1047,40.819,--------,4,1,y,36,DMC,-9,0,0.934367,1.088397,92.975666,0.014068,0.020708,0.020893,0.003706,0.003747,0.009356,210301g_41~0117.tif
8414,8415,210301g,41,0129,b,252121.39,2544789.294,5189.347,251293.229,2544996.751,5162.283,41,20210301,1049,8.418,--------,4,1,y,36,DMC,-9,0,1.471429,-1.936781,93.474089,0.013525,0.020316,0.019694,0.003799,0.003819,0.009572,210301g_41~0129.tif
8417,8418,210301g,41,0132,b,252094.351,2546865.982,5188.728,251266.241,2547073.393,5161.585,41,20210301,1049,30.484,--------,4,1,y,36,DMC,-9,0,0.748971,1.456222,93.549688,0.013394,0.020253,0.019275,0.003651,0.003718,0.009557,210301g_41~0132.tif
8425,8426,210301g,41,0140,a,252090.612,2552403.003,5189.756,251262.571,2552610.272,5162.321,41,20210301,1050,28.896,--------,4,1,y,36,DMC,-9,0,0.818095,0.836365,95.166122,0.013249,0.020052,0.018639,0.003628,0.003694,0.009472,210301g_41~0140.tif
8435,8436,210301g,41,0150,a,252107.384,2559323.785,5192.539,251279.348,2559530.901,5165.168,41,20210301,1051,41.75,96193041,4,1,y,36,DMC,-9,0,0.619991,0.687749,91.986279,0.012968,0.019899,0.018076,0.003531,0.003609,0.009229,210301g_41~0150.tif
