,OBJECTID,FLIGHT,STRIP,PHOTO_ID,QUALITY,TWD97_E,TWD97_N,TWD97_H,TWD67_E,TWD67_N,TWD67_H,LN,DATE_,TIME_,SEC,MAP_ID,SC,RI,MP,DP,SW,CLOUD,SECRET,OMEGA,PHI,KAPPA,STD_X,STD_Y,STD_H,STD_OMEGA,STD_PHI,STD_KAPPA,filename
13385,13386,210602b,28,0436,a,219136.181,2696399.902,2804.671,218307.26,2696604.777,2785.371,28,20210602,1151,29.839,--------,4,3,y,18,DMC,-9,0,-1.04755,-0.188145,-94.267312,0.014032,0.019799,0.017949,0.003962,0.003988,0.010119,210602b_28~0436.tif
13388,13389,210602b,28,0439,a,219118.76,2694323.67,2802.91,218289.823,2694528.718,2783.556,28,20210602,1151,54.561,--------,4,3,y,18,DMC,-9,0,-0.95633,-0.485547,-94.928673,0.014142,0.019852,0.018225,0.003976,0.004001,0.010153,210602b_28~0439.tif
13412,13413,210602b,28,0463,b,219094.107,2677711.491,2802.252,218265.526,2677917.307,2782.664,28,20210602,1155,11.153,--------,4,3,y,18,DMC,-9,1,-1.253429,-1.259345,-93.983279,0.014482,0.020129,0.019627,0.003859,0.00389,0.010061,210602b_28~0463.tif
13427,13428,210602b,28,0478,b,218987.778,2667328.202,2805.967,218159.021,2667533.933,2786.277,28,20210602,1157,14.287,95213058,4,3,y,18,DMC,-9,1,-0.758051,2.586435,-95.792282,0.014778,0.020386,0.019619,0.003648,0.003693,0.009754,210602b_28~0478.tif
13428,13429,210602b,28,0479,b,219002.452,2666635.623,2806.78,218173.685,2666841.339,2787.066,28,20210602,1157,22.404,--------,4,3,y,18,DMC,-9,1,-0.913252,1.606778,-94.835055,0.014724,0.020368,0.019536,0.003621,0.003669,0.00973,210602b_28~0479.tif
13453,13454,210603d,36,0003,a,239420.819,2717829.105,3398.771,238591.775,2718033.975,3378.442,36,20210603,1035,42.798,--------,4,1,y,18,DMC,-9,0,0.203299,-0.327648,-95.597758,0.016879,0.022836,0.019873,0.003348,0.003536,0.008977,210603d_36~0003.tif
13475,13476,210603d,36,0025,a,239403.649,2702600.523,3396.653,238574.603,2702805.607,3375.387,36,20210603,1038,32.492,--------,4,1,y,18,DMC,-9,0,-1.094505,0.301187,-93.01987,0.016627,0.022771,0.01952,0.003316,0.003452,0.008803,210603d_36~0025.tif
13478,13479,210603d,36,0028,b,239400.149,2700524.727,3399.217,238571.068,2700729.87,3377.881,36,20210603,1038,55.882,95211036,4,1,y,18,DMC,-9,0,-0.949492,-0.944319,-94.269229,0.016743,0.022786,0.019793,0.003331,0.003462,0.008748,210603d_36~0028.tif
13480,13481,210603d,36,0030,b,239391.784,2699140.027,3395.25,238562.726,2699345.206,3373.871,36,20210603,1039,11.467,--------,4,1,y,18,DMC,-9,0,-0.711343,1.108167,-93.283858,0.017151,0.023478,0.021711,0.003306,0.003436,0.008689,210603d_36~0030.tif
13502,13503,210603d,37,0052,b,241951.829,2717831.406,3395.413,241122.828,2718036.287,3374.804,37,20210603,1047,35.845,--------,4,3,y,36,DMC,-9,0,0.738396,1.515998,91.337821,0.016579,0.022754,0.019844,0.003344,0.003437,0.007959,210603d_37~0052.tif
13520,13521,210603d,35,0070,b,236842.573,2708832.424,3397.851,236013.593,2709037.373,3377.27,35,20210603,1055,57.238,95211005,4,3,y,18,DMC,-9,0,-0.941289,0.979424,-93.646813,0.016464,0.022575,0.019522,0.003651,0.003788,0.00931,210603d_35~0070.tif
13532,13533,210603d,35,0082,b,236826.073,2700526.851,3398.084,235997.108,2700731.977,3377.115,35,20210603,1057,29.321,95211035,4,3,y,18,DMC,-9,0,-0.618033,0.763803,-93.59224,0.016428,0.022559,0.019486,0.00368,0.003823,0.009488,210603d_35~0082.tif
13569,13570,210603d,35,0119,a,236879.339,2674915.77,3399.088,236050.496,2675121.596,3377.475,35,20210603,1102,13.209,--------,4,1,y,18,DMC,-9,0,-0.941702,-1.545479,-92.492121,0.015749,0.021911,0.017759,0.003581,0.00373,0.009224,210603d_35~0119.tif
13585,13586,210603d,34,0135,b,234299.675,2679767.581,3401.067,233470.871,2679973.331,3379.928,34,20210603,1109,37.429,--------,4,3,y,36,DMC,-9,1,1.091234,0.096788,90.254183,0.016251,0.022271,0.019598,0.003529,0.003693,0.009426,210603d_34~0135.tif
13590,13591,210603d,34,0140,b,234314.25,2683227.441,3402.027,233485.501,2683433.128,3380.944,34,20210603,1110,12.384,--------,4,3,y,36,DMC,-9,1,1.282808,-1.68682,92.104895,0.016252,0.022269,0.019668,0.003608,0.003753,0.009428,210603d_34~0140.tif
13591,13592,210603d,34,0141,a,234289.012,2683920.748,3400.101,233460.268,2684126.432,3379.045,34,20210603,1110,19.448,95211094,4,3,y,36,DMC,-9,0,1.219626,-1.74202,92.942518,0.016258,0.022258,0.019711,0.003609,0.003754,0.009422,210603d_34~0141.tif
13598,13599,210603d,34,0148,a,234284.153,2688766.61,3400.235,233455.518,2688972.208,3379.275,34,20210603,1111,8.749,--------,4,3,y,36,DMC,-9,0,0.642596,0.359506,91.096518,0.016217,0.022253,0.019621,0.003584,0.003737,0.009417,210603d_34~0148.tif
13617,13618,210603d,34,0167,b,234411.35,2701916.886,3394.723,233582.492,2702121.917,3374.09,34,20210603,1113,22.187,--------,4,3,y,36,DMC,-9,0,1.246661,-2.212738,90.532345,0.016537,0.022446,0.020707,0.00367,0.003793,0.009168,210603d_34~0167.tif
13627,13628,210603d,34,0177,a,234412.348,2708838.912,3394.284,233583.378,2709043.918,3373.987,34,20210603,1114,32.985,95211004,4,3,y,36,DMC,-9,0,1.113368,-1.555227,91.840911,0.016263,0.022283,0.02001,0.003537,0.003672,0.008962,210603d_34~0177.tif
13686,13687,210603d,38,0236,b,244263.651,2641313.64,3403.771,243435.416,2641519.421,3380.098,38,20210603,1138,13.394,--------,4,3,y,36,DMC,-9,0,0.397608,5.692495,94.067178,0.015934,0.021965,0.022135,0.003583,0.003627,0.008389,210603d_38~0236.tif
13688,13689,210603d,38,0238,b,244274.556,2642381.34,3401.329,243446.312,2642587.119,3377.745,38,20210603,1138,23.939,95201048,4,3,y,36,DMC,-9,0,0.736079,3.96916,90.627361,0.015889,0.021918,0.021936,0.003533,0.00358,0.008402,210603d_38~0238.tif
13692,13693,210603d,38,0242,b,244406.571,2645151.243,3398.716,243578.229,2645357.055,3375.328,38,20210603,1138,51.165,95201038,4,3,y,36,DMC,-9,0,1.181268,-2.453133,87.825391,0.015866,0.021843,0.021542,0.003529,0.003563,0.00849,210603d_38~0242.tif
13698,13699,210603d,38,0248,a,244476.744,2649304.16,3399.92,243648.197,2649510.018,3376.803,38,20210603,1139,32.152,--------,4,3,y,36,DMC,-9,0,1.124341,-2.51144,89.076295,0.015728,0.021781,0.021095,0.003528,0.003567,0.008591,210603d_38~0248.tif
13704,13705,210603d,38,0254,a,244468.861,2653457.172,3398.7,243640.258,2653663.031,3375.761,38,20210603,1140,13.256,95201008,4,3,y,36,DMC,-9,0,0.930235,-1.254236,90.824457,0.015673,0.021766,0.020959,0.003519,0.003566,0.008646,210603d_38~0254.tif
13705,13706,210603d,38,0255,a,244459.51,2654148.721,3399.74,243630.9,2654354.581,3376.836,38,20210603,1140,20.092,--------,4,3,y,36,DMC,-9,0,1.048587,-0.809523,91.246445,0.015678,0.021774,0.020964,0.003532,0.003579,0.008655,210603d_38~0255.tif
13718,13719,210603d,37,0268,b,241913.474,2665220.296,3399.07,241084.669,2665426.183,3376.625,37,20210603,1149,37.306,--------,4,1,y,18,DMC,-9,0,-0.968372,0.453002,-92.084531,0.015893,0.021912,0.021815,0.003542,0.003676,0.009351,210603d_37~0268.tif
13722,13723,210603d,37,0272,a,241904.612,2662452.024,3400.525,241075.865,2662657.914,3378.051,37,20210603,1150,7.976,--------,4,3,y,18,DMC,-9,0,-1.117064,-0.858856,-93.304314,0.015852,0.02184,0.02161,0.003618,0.003737,0.009355,210603d_37~0272.tif
13736,13737,210603d,37,0286,a,241983.78,2652761.662,3403.442,241155.189,2652967.479,3380.741,37,20210603,1151,55.349,--------,4,3,y,18,DMC,-9,0,-1.034214,-3.15433,-91.35509,0.015629,0.021746,0.020922,0.003691,0.003811,0.009356,210603d_37~0286.tif
13739,13740,210603d,37,0289,b,241942.822,2650684.292,3396.572,241114.253,2650890.105,3373.783,37,20210603,1152,18.371,95201017,4,3,y,18,DMC,-9,0,-0.917047,-1.149963,-92.97083,0.015691,0.021737,0.021106,0.003701,0.00382,0.009316,210603d_37~0289.tif
13743,13744,210603d,37,0293,a,241973.217,2647915.837,3395.895,241144.717,2648121.643,3372.965,37,20210603,1152,49.106,95201027,4,1,y,18,DMC,-9,0,-0.985264,-1.267451,-92.625884,0.015688,0.021754,0.021058,0.00364,0.003765,0.009282,210603d_37~0293.tif
13765,13766,210603d,36,0315,b,239370.823,2638923.7,3395.174,238542.507,2639129.619,3371.841,36,20210603,1202,30.073,--------,4,1,y,36,DMC,-9,0,0.971572,-1.261574,92.249521,0.016116,0.022196,0.022274,0.003575,0.003681,0.00918,210603d_36~0315.tif
13777,13778,210603d,36,0327,a,239337.719,2647228.918,3396.453,238509.245,2647434.688,3373.74,36,20210603,1203,53.096,--------,4,1,y,36,DMC,-9,0,0.903451,0.055734,89.898458,0.015857,0.021962,0.021073,0.003546,0.003668,0.009344,210603d_36~0327.tif
13818,13819,210603d,35,0368,b,236886.426,2664532.419,3397.594,236057.672,2664738.281,3375.777,35,20210603,1215,10.231,95212065,4,1,y,18,DMC,-9,0,-1.072026,-3.588927,-92.078348,0.016665,0.022575,0.020265,0.003306,0.003415,0.008712,210603d_35~0368.tif
13826,13827,210603d,35,0376,a,236844.574,2658995.244,3396.25,236015.878,2659201.04,3374.312,35,20210603,1216,11.012,95212085,4,3,y,18,DMC,-9,0,-1.010563,-1.725337,-93.054445,0.016452,0.022683,0.020745,0.003207,0.00334,0.008692,210603d_35~0376.tif
13843,13844,210603d,35,0393,a,236768.384,2647227.652,3398.23,235939.905,2647433.399,3375.795,35,20210603,1218,20.723,--------,4,1,y,18,DMC,-9,0,-1.195779,1.127672,-91.095318,0.016393,0.022703,0.020486,0.002879,0.003063,0.008415,210603d_35~0393.tif
13853,13854,211025a,20,0008,a,198640.052,2663925.346,2732.99,197811.782,2664131.002,2714.174,20,20211025,1058,16.133,--------,4,3,y,36,DMC,-9,0,1.015261,1.337772,92.358642,0.01696,0.02644,0.020603,0.003435,0.003505,0.00755,211025a_20~0008.tif
13866,13867,211025a,20,0021,a,198804.44,2672923.606,2729.636,197976.058,2673129.513,2710.972,20,20211025,1059,49.813,94212040,4,3,y,36,DMC,-9,0,0.850778,-0.733144,90.742259,0.016924,0.026617,0.020453,0.003418,0.003526,0.007763,211025a_20~0021.tif
13875,13876,211025a,20,0030,b,198790.908,2679152.934,2730.242,197962.721,2679358.728,2711.664,20,20211025,1100,54.271,--------,4,3,y,36,DMC,-9,0,0.830034,3.661284,88.678155,0.017063,0.026682,0.021121,0.003529,0.003618,0.007774,211025a_20~0030.tif
13876,13877,211025a,20,0031,b,198831.76,2679844.233,2729.64,198003.595,2680049.999,2711.065,20,20211025,1101,1.423,--------,4,3,y,36,DMC,-9,0,0.702837,0.547391,88.241723,0.017146,0.026695,0.021266,0.003524,0.003624,0.007779,211025a_20~0031.tif
13877,13878,211025a,20,0032,b,198849.797,2680536.951,2728.392,198021.651,2680742.683,2709.822,20,20211025,1101,8.583,--------,4,3,y,36,DMC,-9,0,0.84555,-1.993837,89.289994,0.017169,0.026721,0.021322,0.003513,0.003614,0.007785,211025a_20~0032.tif
13879,13880,211025a,20,0034,a,198811.753,2681921.341,2727.237,197983.639,2682126.985,2708.684,20,20211025,1101,22.921,--------,4,3,y,36,DMC,-9,0,1.19671,-1.927573,92.051265,0.017172,0.026697,0.021331,0.003509,0.003607,0.007805,211025a_20~0034.tif
13901,13902,211025a,22,0056,b,203887.413,2690901.115,2727.515,203059.194,2691106.089,2708.857,22,20211025,1110,51.019,--------,4,1,y,18,DMC,-9,0,-1.097103,1.319883,-91.176595,0.016917,0.026431,0.020928,0.003674,0.003784,0.008689,211025a_22~0056.tif
13906,13907,211025a,22,0061,b,203879.309,2687439.982,2726.71,203051.093,2687645.148,2707.989,22,20211025,1111,31.655,--------,4,3,y,18,DMC,-9,1,-1.030309,0.797413,-90.545101,0.016829,0.026391,0.020643,0.003693,0.003806,0.008786,211025a_22~0061.tif
13907,13908,211025a,22,0062,b,203883.851,2686747.897,2727.522,203055.633,2686953.117,2708.79,22,20211025,1111,39.747,95214082,4,3,y,18,DMC,-9,1,-1.075258,-2.881813,-92.119523,0.016852,0.026384,0.020598,0.003704,0.00382,0.008829,211025a_22~0062.tif
13913,13914,211025a,22,0068,a,203818.903,2682593.946,2727.949,202990.686,2682799.431,2709.161,22,20211025,1112,28.395,--------,4,3,y,18,DMC,-9,0,-0.816014,-0.57454,-94.060526,0.016938,0.026392,0.020869,0.003704,0.003827,0.00894,211025a_22~0068.tif
13924,13925,211025a,22,0079,a,203828.411,2674979.669,2725.02,202999.963,2675185.318,2706.121,22,20211025,1113,57.482,--------,4,3,y,18,DMC,-9,1,-0.947296,-1.374693,-93.737357,0.016949,0.026488,0.02133,0.003734,0.003854,0.009044,211025a_22~0079.tif
13929,13930,211025a,22,0084,a,203843.391,2671519.402,2727.989,203014.874,2671725.023,2709.092,22,20211025,1114,37.954,--------,4,3,y,18,DMC,-9,1,-1.024996,-2.4489,-92.896068,0.017063,0.026559,0.021689,0.003732,0.003852,0.00908,211025a_22~0084.tif
13964,13965,211025a,23,0119,a,206308.158,2661131.937,2727.436,205479.519,2661337.637,2708.289,23,20211025,1124,18.369,--------,4,3,y,36,DMC,-9,0,0.861775,0.562129,88.10945,0.016713,0.026398,0.02113,0.003656,0.003715,0.007642,211025a_23~0119.tif
13968,13969,211025a,23,0123,a,206346.403,2663900.682,2728.437,205517.797,2664106.297,2709.357,23,20211025,1124,46.968,--------,4,3,y,36,DMC,-9,1,1.032036,3.147687,88.116085,0.016739,0.02641,0.021139,0.003683,0.003729,0.007678,211025a_23~0123.tif
13975,13976,211025a,23,0130,a,206344.659,2668746.21,2729.202,205516.064,2668951.77,2710.232,23,20211025,1125,37.152,--------,4,3,y,36,DMC,-9,1,0.768498,3.253504,91.992325,0.016533,0.026327,0.020437,0.003758,0.003779,0.007733,211025a_23~0130.tif
14005,14006,211025a,23,0160,b,206436.48,2689511.685,2726.182,205608.143,2689716.817,2707.44,23,20211025,1129,10.617,95214073,4,3,y,36,DMC,-9,1,0.739641,2.477307,87.036404,0.017413,0.026696,0.022335,0.003726,0.003712,0.007739,211025a_23~0160.tif
14011,14012,211025a,23,0166,b,206410.813,2693666.038,2726.454,205582.306,2693871.376,2707.807,23,20211025,1129,52.913,--------,4,3,y,36,DMC,-9,0,0.901151,1.500917,91.633313,0.017424,0.026701,0.022247,0.003655,0.003652,0.007635,211025a_23~0166.tif
14012,14013,211025a,23,0167,b,206417.642,2694357.472,2726.616,205589.132,2694562.802,2707.986,23,20211025,1129,59.941,--------,4,3,y,36,DMC,-9,0,0.925927,3.527621,90.141802,0.017338,0.026586,0.021905,0.003646,0.003634,0.007622,211025a_23~0167.tif
14035,14036,211025a,21,0190,a,201305.003,2683295.329,2724.146,200476.861,2683500.815,2705.494,21,20211025,1137,54.374,--------,4,3,y,18,DMC,-9,0,-0.860444,0.263649,-91.046795,0.017399,0.026854,0.022019,0.00376,0.003743,0.008567,211025a_21~0190.tif
14045,14046,211025a,21,0200,a,201266.062,2676372.427,2723.055,200437.724,2676578.191,2704.32,21,20211025,1139,14.899,--------,4,3,y,18,DMC,-9,0,-0.918338,2.847724,-92.119944,0.017465,0.026862,0.022363,0.003777,0.003758,0.008589,211025a_21~0200.tif
14048,14049,211025a,21,0203,b,201324.636,2674296.769,2724.43,200496.228,2674502.529,2705.648,21,20211025,1139,38.913,--------,4,3,y,18,DMC,-9,1,-1.099534,-2.901313,-91.982205,0.017525,0.026909,0.02232,0.003818,0.003782,0.008597,211025a_21~0203.tif
14049,14050,211025a,21,0204,b,201303.314,2673604.598,2724.373,200474.89,2673810.357,2705.588,21,20211025,1139,46.946,--------,4,3,y,18,DMC,-9,1,-0.985425,-1.826999,-93.459783,0.017623,0.026874,0.022423,0.003807,0.003783,0.008604,211025a_21~0204.tif
14067,14068,211025a,24,0222,a,208857.426,2670121.769,2723.032,208028.795,2670327.335,2703.96,24,20211025,1149,32.569,95213044,4,3,y,36,DMC,-9,1,0.847223,1.87235,92.672723,0.016989,0.026697,0.020524,0.003503,0.003539,0.007584,211025a_24~0222.tif
14074,14075,211025a,24,0229,a,208913.468,2674967.567,2723.981,208084.933,2675173.238,2704.894,24,20211025,1150,22.562,--------,4,3,y,36,DMC,-9,1,1.419121,-2.586765,93.310142,0.017026,0.026706,0.020907,0.003509,0.003558,0.007638,211025a_24~0229.tif
14092,14093,211025a,24,0247,a,208966.169,2687427.233,2725.164,208137.683,2687632.71,2706.24,24,20211025,1152,30.448,--------,4,3,y,36,DMC,-9,1,1.172261,-0.856824,91.166522,0.017539,0.026935,0.021553,0.003273,0.003378,0.007726,211025a_24~0247.tif
14101,14102,211025a,24,0256,b,208972.56,2693657.544,2722.55,208143.906,2693863.023,2703.791,24,20211025,1153,33.941,--------,4,3,y,36,DMC,-9,0,1.04429,0.487424,92.061075,0.017496,0.026862,0.021485,0.003227,0.003344,0.007698,211025a_24~0256.tif
14102,14103,211025a,24,0257,b,208969.193,2694349.533,2722.549,208140.549,2694554.986,2703.805,24,20211025,1153,40.984,--------,4,3,y,36,DMC,-9,0,0.804102,3.503366,90.372554,0.017415,0.026887,0.021356,0.003192,0.003308,0.007689,211025a_24~0257.tif
14105,14106,211025a,24,0260,b,209066.727,2696425.3,2724.825,208238.132,2696630.628,2706.129,24,20211025,1154,2.088,--------,4,3,y,36,DMC,-9,0,0.838649,-0.833402,88.369946,0.017556,0.026962,0.021648,0.003146,0.003271,0.007707,211025a_24~0260.tif
14125,14126,211027b,32,0012,a,229215.603,2714383.612,2734.17,228386.594,2714588.534,2714.561,32,20211027,1037,32.773,95222082,4,3,y,36,DMC,-9,0,0.600235,1.863661,91.41545,0.018152,0.026351,0.022241,0.003351,0.003429,0.008292,211027b_32~0012.tif
14129,14130,211027b,32,0016,b,229256.453,2717152.64,2736.819,228427.426,2717357.547,2717.34,32,20211027,1038,2.716,95222072,4,3,y,36,DMC,-9,1,1.079539,-1.854398,90.846463,0.018225,0.026398,0.02238,0.003407,0.003469,0.008307,211027b_32~0016.tif
14130,14131,211027b,32,0017,b,229244.64,2717844.374,2734.742,228415.609,2718049.281,2715.299,32,20211027,1038,10.212,--------,4,3,y,36,DMC,-9,1,0.87483,0.000746,91.064964,0.018239,0.026392,0.022428,0.003417,0.003475,0.008306,211027b_32~0017.tif
14131,14132,211027b,32,0018,b,229246.922,2718536.565,2733.434,228417.889,2718741.472,2714.024,32,20211027,1038,17.701,--------,4,3,y,36,DMC,-9,1,0.914537,1.839714,90.020815,0.018253,0.026406,0.022548,0.003436,0.00349,0.00831,211027b_32~0018.tif
14138,14139,211027b,32,0025,a,229271.98,2723382.052,2732.232,228442.872,2723586.943,2712.992,32,20211027,1039,10.405,--------,4,3,y,36,DMC,-9,0,0.836332,2.242698,90.522671,0.018101,0.026321,0.022261,0.003431,0.003485,0.008283,211027b_32~0025.tif
14142,14143,211027b,32,0029,a,229348.142,2726151.63,2730.451,228519.075,2726356.501,2711.298,32,20211027,1039,40.619,--------,4,3,y,36,DMC,-9,1,0.974282,-2.013825,90.430912,0.018201,0.026371,0.022467,0.003398,0.003448,0.008249,211027b_32~0029.tif
14217,14218,211027b,29,0104,a,221700.971,2715084.497,2732.984,220872.19,2715289.459,2713.993,29,20211027,1109,11.441,--------,4,3,y,18,DMC,-9,0,-0.962034,-0.039526,-90.568856,0.017938,0.026194,0.020691,0.003669,0.003677,0.008805,211027b_29~0104.tif
14233,14234,211027b,29,0120,b,221672.245,2704008.516,2731.186,220843.445,2704213.59,2711.897,29,20211027,1111,9.266,--------,4,3,y,18,DMC,-9,0,-1.138594,-0.037909,-91.77275,0.017869,0.026134,0.020531,0.003519,0.003542,0.008597,211027b_29~0120.tif
14234,14235,211027b,29,0121,b,221669.183,2703317.317,2734.465,220840.375,2703522.363,2715.155,29,20211027,1111,16.635,95214029,4,3,y,18,DMC,-9,0,-1.218172,0.349656,-91.671477,0.017879,0.026137,0.020555,0.003498,0.003526,0.008587,211027b_29~0121.tif
14235,14236,211027b,29,0122,a,221667.374,2702625.254,2733.991,220838.557,2702830.276,2714.661,29,20211027,1111,24.035,--------,4,3,y,18,DMC,-9,0,-1.026419,0.119939,-91.526404,0.017878,0.026138,0.020564,0.003482,0.00351,0.008569,211027b_29~0122.tif
14260,14261,211027b,33,0147,a,231826.278,2719224.006,2731.752,230997.251,2719428.957,2712.193,33,20211027,1119,35.86,--------,4,3,y,36,DMC,-9,1,1.040508,-1.109306,91.917132,0.018466,0.026357,0.021992,0.003529,0.003631,0.008464,211027b_33~0147.tif
14262,14263,211027b,33,0149,a,231811.096,2720608.854,2731.844,230982.038,2720813.802,2712.346,33,20211027,1119,51.457,--------,4,3,y,36,DMC,-9,1,0.835535,1.71336,90.108616,0.018459,0.02638,0.021923,0.003531,0.003629,0.008454,211027b_33~0149.tif
14267,14268,211027b,33,0154,b,231821.468,2724069.703,2731.639,230992.364,2724274.622,2712.272,33,20211027,1120,30.564,--------,4,3,y,36,DMC,-9,0,1.117665,1.797641,88.760711,0.018279,0.026307,0.021703,0.003475,0.003586,0.008437,211027b_33~0154.tif
14268,14269,211027b,33,0155,b,231852.864,2724762.46,2730.155,231023.779,2724967.374,2710.813,33,20211027,1120,38.437,--------,4,3,y,36,DMC,-9,0,0.884233,0.709628,88.000801,0.01831,0.026312,0.021744,0.003479,0.003595,0.008429,211027b_33~0155.tif
14271,14272,211027b,33,0158,b,231862.191,2726837.909,2729.628,231033.246,2727042.815,2710.357,33,20211027,1121,2.007,--------,4,3,y,36,DMC,-9,1,1.093636,-1.357038,90.64865,0.018354,0.026335,0.021838,0.003449,0.003569,0.008416,211027b_33~0158.tif
14274,14275,211027b,33,0161,a,231846.281,2728915.576,2728.798,231017.412,2729120.453,2709.601,33,20211027,1121,25.609,--------,4,3,y,36,DMC,-9,1,0.911187,2.574375,88.629135,0.018414,0.026375,0.021971,0.003469,0.00358,0.008355,211027b_33~0161.tif
14318,14319,211027b,35,0205,b,236871.212,2717834.014,2730.122,236042.158,2718038.935,2710.056,35,20211027,1136,48.064,--------,4,3,y,36,DMC,-9,1,0.879979,1.330443,87.853022,0.018302,0.026052,0.022991,0.003138,0.003279,0.007726,211027b_35~0205.tif
14322,14323,211027b,35,0209,b,236886.825,2720602.193,2729.348,236057.767,2720807.151,2709.446,35,20211027,1137,18.811,--------,4,3,y,36,DMC,-9,1,1.122995,-0.982489,90.630211,0.018334,0.02609,0.022853,0.003135,0.003276,0.007781,211027b_35~0209.tif
14326,14327,211027b,35,0213,b,236933.427,2723370.546,2728.747,236104.831,2723575.536,2708.999,35,20211027,1137,49.757,--------,4,3,y,36,DMC,-9,0,1.109407,1.186908,87.195764,0.018437,0.026135,0.023093,0.003156,0.003293,0.007841,211027b_35~0213.tif
14336,14337,211027b,35,0223,a,236924.619,2730293.345,2729.292,236095.651,2730498.112,2709.878,35,20211027,1139,8.152,--------,4,3,y,36,DMC,-9,0,1.359167,-0.846903,91.123111,0.018724,0.02645,0.023705,0.003019,0.003182,0.007914,211027b_35~0223.tif
14342,14343,211027b,35,0229,a,236998.234,2734446.729,2728.645,236169.148,2734651.365,2709.439,35,20211027,1139,55.759,--------,4,3,y,36,DMC,-9,0,0.966089,-2.696043,89.314479,0.018842,0.026531,0.02397,0.002972,0.003118,0.0079,211027b_35~0229.tif
14345,14346,211027b,35,0232,a,236913.353,2736523.844,2727.985,236084.238,2736728.429,2708.894,35,20211027,1140,19.501,95222005,4,3,y,36,DMC,-9,0,0.84687,4.653925,91.874671,0.018979,0.026559,0.024615,0.002965,0.003133,0.007875,211027b_35~0232.tif
14416,14417,211029a,18,0069,a,193569.974,2652872.038,2733.523,192741.825,2653078.03,2714.57,18,20211029,1133,59.512,--------,4,3,y,36,DMC,-9,0,0.82468,2.055515,88.573875,0.016564,0.024586,0.020171,0.003438,0.003548,0.008196,211029a_18~0069.tif
14417,14418,211029a,18,0070,a,193617.396,2653564.031,2733.925,192789.244,2653770.009,2714.997,18,20211029,1134,7.329,94201008,4,3,y,36,DMC,-9,0,0.840779,1.585353,87.219468,0.016634,0.024578,0.020303,0.003464,0.003579,0.008215,211029a_18~0070.tif
14438,14439,211029a,18,0091,a,193647.008,2668100.27,2732.299,192818.813,2668306.082,2713.722,18,20211029,1136,50.522,--------,4,3,y,36,DMC,-9,0,0.743468,0.984491,89.654741,0.017603,0.02524,0.022088,0.003453,0.003565,0.008473,211029a_18~0091.tif
14449,14450,211029a,18,0102,b,193669.356,2675674.364,2732.467,192841.155,2675880.266,2713.979,18,20211029,1138,14.985,94212028,4,1,y,36,DMC,-9,0,1.323768,-3.007279,91.615584,0.01771,0.025269,0.022293,0.003411,0.003505,0.00848,211029a_18~0102.tif
14450,14451,211029a,18,0103,b,193631.576,2676345.916,2731.478,192803.392,2676551.802,2713.01,18,20211029,1138,22.502,--------,4,1,y,36,DMC,-9,0,1.136324,-1.162018,92.468332,0.01779,0.025302,0.022409,0.003393,0.003486,0.008481,211029a_18~0103.tif
14451,14452,211029a,18,0104,b,193614.196,2677017.939,2730.755,192786.029,2677223.806,2712.309,18,20211029,1138,29.995,--------,4,1,y,36,DMC,-9,0,0.799408,2.021439,91.570356,0.017721,0.025286,0.022231,0.003336,0.003438,0.008466,211029a_18~0104.tif
14547,14548,211030d,28,0092,a,218643.072,2450701.697,3338.744,217815.797,2450911.399,3316.245,28,20211030,1028,49.162,--------,4,1,y,36,DMC,-9,0,1.070023,-1.35619,91.088665,0.014851,0.023061,0.021674,0.003558,0.003738,0.008683,211030d_28~0092.tif
14560,14561,211030d,28,0105,b,218650.71,2459697.583,3339.082,217823.13,2459907.359,3316.276,28,20211030,1030,32.843,95173008,4,1,y,36,DMC,-9,0,0.802027,0.751366,91.253745,0.014986,0.023113,0.021253,0.003534,0.003717,0.008598,211030d_28~0105.tif
14565,14566,211030d,28,0110,a,218603.885,2463158.301,3336.914,217776.188,2463368.117,3313.994,28,20211030,1031,12.638,--------,4,1,y,36,DMC,-9,0,0.495873,2.710572,91.756337,0.01497,0.023088,0.021252,0.003551,0.003717,0.00852,211030d_28~0110.tif
14566,14567,211030d,28,0111,a,218618.578,2463849.547,3337.635,217790.868,2464059.376,3314.69,28,20211030,1031,20.526,--------,4,1,y,36,DMC,-9,0,1.156945,-1.320519,92.123595,0.014923,0.023073,0.021181,0.003507,0.003683,0.008518,211030d_28~0111.tif
14569,14570,211030d,28,0114,b,218604.739,2465926.249,3340.315,217777.001,2466136.114,3317.276,28,20211030,1031,44.348,--------,4,1,y,36,DMC,-9,0,0.543009,3.412005,92.08017,0.014911,0.023067,0.021168,0.003497,0.003664,0.008473,211030d_28~0114.tif
14571,14572,211030d,28,0116,b,218676.64,2467310.258,3339.041,217848.888,2467520.142,3315.931,28,20211030,1032,0.094,--------,4,1,y,36,DMC,-9,0,0.610762,0.876926,89.662696,0.014948,0.023059,0.021341,0.003513,0.003684,0.008414,211030d_28~0116.tif
14578,14579,211030d,29,0123,b,221209.824,2460381.435,3341.403,220382.139,2460591.276,3318.448,29,20211030,1039,29.506,--------,4,1,y,18,DMC,-9,0,-0.801214,-0.719128,-94.430724,0.014938,0.022951,0.021065,0.003349,0.003525,0.008574,211030d_29~0123.tif
